City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Atlanta,1996,Judo,Judo,"EMOTO, Yuko",JPN,Women,56 - 61kg (half-middleweight),W,Gold
Atlanta,1996,Judo,Judo,"VANDECAVEYE, Gella",BEL,Women,56 - 61kg (half-middleweight),W,Silver
Atlanta,1996,Judo,Judo,"GUIMARAES, Henrique",BRA,Men,60 - 66kg (half-lightweight),M,Bronze
Atlanta,1996,Judo,Judo,"HERNANDEZ PLANA, Israel",CUB,Men,60 - 66kg (half-lightweight),M,Bronze
Atlanta,1996,Judo,Judo,"QUELLMALZ, Udo",GER,Men,60 - 66kg (half-lightweight),M,Gold
Atlanta,1996,Judo,Judo,"NAKAMURA, Yukimasa",JPN,Men,60 - 66kg (half-lightweight),M,Silver
Atlanta,1996,Judo,Judo,"WANG, Xianbo",CHN,Women,61 - 66kg (middleweight),W,Bronze
Atlanta,1996,Judo,Judo,"ZWIERS, Claudia",NED,Women,61 - 66kg (middleweight),W,Bronze
Atlanta,1996,Judo,Judo,"CHO, Min-Sun",KOR,Women,61 - 66kg (middleweight),W,Gold
Atlanta,1996,Judo,Judo,"SZCZEPANSKA, Aneta",POL,Women,61 - 66kg (middleweight),W,Silver
Atlanta,1996,Judo,Judo,"LUNA CASTELLANO, Diadenis",CUB,Women,66 - 72kg (half-heavyweight),W,Bronze
Atlanta,1996,Judo,Judo,"SCAPIN, Ylenia",ITA,Women,66 - 72kg (half-heavyweight),W,Bronze
Atlanta,1996,Judo,Judo,"WERBROUCK, Ulla",BEL,Women,66 - 72kg (half-heavyweight),W,Gold
Atlanta,1996,Judo,Judo,"TANABE, Yoko",JPN,Women,66 - 72kg (half-heavyweight),W,Silver
Atlanta,1996,Judo,Judo,"GAGLIANO, Christophe",FRA,Men,66 - 73kg (lightweight),M,Bronze
Atlanta,1996,Judo,Judo,"PEDRO, James",USA,Men,66 - 73kg (lightweight),M,Bronze
Atlanta,1996,Judo,Judo,"NAKAMURA, Kenzo",JPN,Men,66 - 73kg (lightweight),M,Gold
Atlanta,1996,Judo,Judo,"KWAK, Dae-Sung",KOR,Men,66 - 73kg (lightweight),M,Silver
Atlanta,1996,Judo,Judo,"CHO, In-Chul",KOR,Men,73 - 81kg (half-middleweight),M,Bronze
Atlanta,1996,Judo,Judo,"LIPARTELIANI, Soso",GEO,Men,73 - 81kg (half-middleweight),M,Bronze
Atlanta,1996,Judo,Judo,"BOURAS, Djamel",FRA,Men,73 - 81kg (half-middleweight),M,Gold
Atlanta,1996,Judo,Judo,"KOGA, Toshihiko",JPN,Men,73 - 81kg (half-middleweight),M,Silver
Atlanta,1996,Judo,Judo,"HUIZINGA, Mark",NED,Men,81 - 90kg (middleweight),M,Bronze
Atlanta,1996,Judo,Judo,"SPITTKA, Marko",GER,Men,81 - 90kg (middleweight),M,Bronze
Atlanta,1996,Judo,Judo,"JEON, Ki-Young",KOR,Men,81 - 90kg (middleweight),M,Gold
Atlanta,1996,Judo,Judo,"BAGDASAROV, Armen",UZB,Men,81 - 90kg (middleweight),M,Silver
Atlanta,1996,Judo,Judo,"MIGUEL FERNANDEZ, Aurelio",BRA,Men,90 - 100kg (half-heavyweight),M,Bronze
Atlanta,1996,Judo,Judo,"TRAINEAU, Stephane",FRA,Men,90 - 100kg (half-heavyweight),M,Bronze
Atlanta,1996,Judo,Judo,"NASTULA, Pawel",POL,Men,90 - 100kg (half-heavyweight),M,Gold
Atlanta,1996,Judo,Judo,"KIM, Min-Soo",KOR,Men,90 - 100kg (half-heavyweight),M,Silver
Atlanta,1996,Modern Pentathlon,Modern Pentath.,"MARTINEK, Janos",HUN,Men,Individual competition,M,Bronze
Atlanta,1996,Modern Pentathlon,Modern Pentath.,"PARYGIN, Alexander",KAZ,Men,Individual competition,M,Gold
Atlanta,1996,Modern Pentathlon,Modern Pentath.,"ZENOVKA, Edouard",RUS,Men,Individual competition,M,Silver
Atlanta,1996,Rowing,Rowing,"ANDRIEUX, Michel",FRA,Men,coxless pair (2-),M,Bronze
Atlanta,1996,Rowing,Rowing,"ROLLAND, Jean Christophe",FRA,Men,coxless pair (2-),M,Bronze
Atlanta,1996,Rowing,Rowing,"PINSENT, Matthew",GBR,Men,coxless pair (2-),M,Gold
Atlanta,1996,Rowing,Rowing,"REDGRAVE, Steven",GBR,Men,coxless pair (2-),M,Gold
Atlanta,1996,Rowing,Rowing,"SCOTT, Robert Geoffrey",AUS,Men,coxless pair (2-),M,Silver
Atlanta,1996,Rowing,Rowing,"WEIGHTMAN, David",AUS,Men,coxless pair (2-),M,Silver
Atlanta,1996,Rowing,Rowing,"BARATHAY, Samuel",FRA,Men,double sculls (2x),M,Bronze
Atlanta,1996,Rowing,Rowing,"KOWAL, Frederic",FRA,Men,double sculls (2x),M,Bronze
Atlanta,1996,Rowing,Rowing,"ABBAGNALE, Agostino",ITA,Men,double sculls (2x),M,Gold
Atlanta,1996,Rowing,Rowing,"TIZZANO, Davide",ITA,Men,double sculls (2x),M,Gold
Atlanta,1996,Rowing,Rowing,"STOERSETH, Steffen",NOR,Men,double sculls (2x),M,Silver
Atlanta,1996,Rowing,Rowing,"UNDSET, Kjetil",NOR,Men,double sculls (2x),M,Silver
Atlanta,1996,Rowing,Rowing,"EIJS, Irene",NED,Women,double sculls (2x),W,Bronze
Atlanta,1996,Rowing,Rowing,"VAN NES, Eeke",NED,Women,double sculls (2x),W,Bronze
Atlanta,1996,Rowing,Rowing,"HEDDLE, Kathleen",CAN,Women,double sculls (2x),W,Gold
Atlanta,1996,Rowing,Rowing,"MCBEAN, Marnie Elizabeth",CAN,Women,double sculls (2x),W,Gold
Atlanta,1996,Rowing,Rowing,"CAO, Mianying",CHN,Women,double sculls (2x),W,Silver
Atlanta,1996,Rowing,Rowing,"ZHANG, Xiuyun",CHN,Women,double sculls (2x),W,Silver
Atlanta,1996,Rowing,Rowing,"AKSYONOV, Nikolay",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"CHERMASHENTSEV, Anton",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"GLUKHOV, Andrey",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"LUKYANOV, Aleksandr",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"MATVEYEV, Sergeij",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"MELNIKOV, Pavel",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"MONCHENKO, Roman",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"ROZINKEVICH, Dmitriy",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"VOLODENKOV, Vladimir",RUS,Men,eight with coxswain (8+),M,Bronze
Atlanta,1996,Rowing,Rowing,"BARTMAN, Michiel",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"DUYSTER, Jeroen",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"FLORIJN, Ronald",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"MAASDIJK, Koos",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"RIENKS, Nico",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"SIMON, Diederik",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"VAN DER ZWAN, Niels",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"VAN STEENIS, Niels",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"ZWOLLE, Hendrik Jan",NED,Men,eight with coxswain (8+),M,Gold
Atlanta,1996,Rowing,Rowing,"BAAR, Roland",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"HUHN, Wolfram",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"KIRCHHOFF, Detlef",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"KLEINSCHMIDT, Mark",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"RICHTER, Frank Joerg",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"STREPPELHOFF, Thorsten",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"THIEDE, Peter",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"VIEFERS, Ulrich",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"WEBER, Marc",GER,Men,eight with coxswain (8+),M,Silver
Atlanta,1996,Rowing,Rowing,"DAVYDENKO, Tamara",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"LAVRINENKO, Natalya",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"MIKULICH, Yelena",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"PANKINA, Aleksandra",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"PAVLOVICH, Yaroslava",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"SKRABATUN, Valentina",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"STASYUK, Natalia",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"VOLCHEK, Natalya",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"ZNAK, Marina",BLR,Women,eight with coxswain (8+),W,Bronze
Atlanta,1996,Rowing,Rowing,"COCHELEA, Veronica",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"GAFENCU, Liliana",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"GEORGESCU, Elena",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"IGNAT, Doina",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"LIPA, Elisabeta",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"OLTEANU, Ioana",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"POPESCU, Marioara",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"SPIRCU, Doina",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"TANASE, Anca",ROU,Women,eight with coxswain (8+),W,Gold
Atlanta,1996,Rowing,Rowing,"KORN, Alison",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"LUKE, Theresa",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"MAUNDER, Maria",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"MCDERMID, Heather",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"MONROE, Jessica",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"ROBINSON, Emma",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"THOMPSON, Lesley Allison",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"TSANG, Tosha",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"VAN DER KAMP, Anna",CAN,Women,eight with coxswain (8+),W,Silver
Atlanta,1996,Rowing,Rowing,"FOSTER, Tim James",GBR,Men,four without coxswain (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"OBHOLZER, Rupert John",GBR,Men,four without coxswain (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"SEARLE, Gregory Mark Pascol",GBR,Men,four without coxswain (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"SEARLE, Jonathan William",GBR,Men,four without coxswain (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"GINN, Drew",AUS,Men,four without coxswain (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"GREEN, Nicholas",AUS,Men,four without coxswain (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"MCKAY, Mike",AUS,Men,four without coxswain (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"TOMKINS, James",AUS,Men,four without coxswain (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"BOSQUET, Gilles",FRA,Men,four without coxswain (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"FAUCHE, Daniel",FRA,Men,four without coxswain (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"MONCELET, Olivier",FRA,Men,four without coxswain (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"VECTEN, Bertrand",FRA,Men,four without coxswain (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"CARLUCCI, William",USA,Men,lightweight coxless four (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"COLLINS, David",USA,Men,lightweight coxless four (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"PFAENDTNER, Jeff",USA,Men,lightweight coxless four (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"SCHNEIDER, Marc",USA,Men,lightweight coxless four (4-),M,Bronze
Atlanta,1996,Rowing,Rowing,"EBBESEN, Eskild Balschmidt",DEN,Men,lightweight coxless four (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"FEDDERSEN, Victor",DEN,Men,lightweight coxless four (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"HENRIKSEN, Niels",DEN,Men,lightweight coxless four (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"POULSEN, Thomas",DEN,Men,lightweight coxless four (4-),M,Gold
Atlanta,1996,Rowing,Rowing,"BOYES, Dave",CAN,Men,lightweight coxless four (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"HASSETT, Gavin",CAN,Men,lightweight coxless four (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"LAY, Jeffrey",CAN,Men,lightweight coxless four (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"PEAKER, Brian",CAN,Men,lightweight coxless four (4-),M,Silver
Atlanta,1996,Rowing,Rowing,"EDWARDS, Anthony",AUS,Men,lightweight double sculls (2x),M,Bronze
Atlanta,1996,Rowing,Rowing,"HICK, Bruce",AUS,Men,lightweight double sculls (2x),M,Bronze
Atlanta,1996,Rowing,Rowing,"GIER, Markus",SUI,Men,lightweight double sculls (2x),M,Gold
Atlanta,1996,Rowing,Rowing,"GIER, Michael",SUI,Men,lightweight double sculls (2x),M,Gold
Atlanta,1996,Rowing,Rowing,"AARDEWIJN, Pepijn",NED,Men,lightweight double sculls (2x),M,Silver
Atlanta,1996,Rowing,Rowing,"VAN DER LINDEN, Maarten",NED,Men,lightweight double sculls (2x),M,Silver
Atlanta,1996,Rowing,Rowing,"JOYCE, Rebecca",AUS,Women,lightweight double sculls (2x),W,Bronze
Atlanta,1996,Rowing,Rowing,"LEE, Virginia",AUS,Women,lightweight double sculls (2x),W,Bronze
Atlanta,1996,Rowing,Rowing,"BURCICA, Constanta",ROU,Women,lightweight double sculls (2x),W,Gold
Atlanta,1996,Rowing,Rowing,"MACOVICIUC, Camelia",ROU,Women,lightweight double sculls (2x),W,Gold
Atlanta,1996,Rowing,Rowing,"BELL, Teresa Z.",USA,Women,lightweight double sculls (2x),W,Silver
Atlanta,1996,Rowing,Rowing,"BURNS, Lindsay",USA,Women,lightweight double sculls (2x),W,Silver
Atlanta,1996,Rowing,Rowing,"CORTIN, Helene",FRA,Women,pair without coxswain (2-),W,Bronze
Atlanta,1996,Rowing,Rowing,"GOSSE, Christine",FRA,Women,pair without coxswain (2-),W,Bronze
Atlanta,1996,Rowing,Rowing,"SLATTER, Kate Elizabeth",AUS,Women,pair without coxswain (2-),W,Gold
Atlanta,1996,Rowing,Rowing,"STILL, Megan Leanne",AUS,Women,pair without coxswain (2-),W,Gold
Atlanta,1996,Rowing,Rowing,"KRAFT, Karen",USA,Women,pair without coxswain (2-),W,Silver
Atlanta,1996,Rowing,Rowing,"SCHWEN, Missy",USA,Women,pair without coxswain (2-),W,Silver
Atlanta,1996,Rowing,Rowing,"FREE, Duncan",AUS,Men,quadruple sculls without coxswain (4x),M,Bronze
Atlanta,1996,Rowing,Rowing,"HANSON, Boden Joseph",AUS,Men,quadruple sculls without coxswain (4x),M,Bronze
Atlanta,1996,Rowing,Rowing,"HOOKER, Janusz",AUS,Men,quadruple sculls without coxswain (4x),M,Bronze
Atlanta,1996,Rowing,Rowing,"SNOOK, Ronald",AUS,Men,quadruple sculls without coxswain (4x),M,Bronze
Atlanta,1996,Rowing,Rowing,"HAJEK, Andreas",GER,Men,quadruple sculls without coxswain (4x),M,Gold
Atlanta,1996,Rowing,Rowing,"STEINER, Andre",GER,Men,quadruple sculls without coxswain (4x),M,Gold
Atlanta,1996,Rowing,Rowing,"VOLKERT, Stephan",GER,Men,quadruple sculls without coxswain (4x),M,Gold
Atlanta,1996,Rowing,Rowing,"WILLMS, Andre",GER,Men,quadruple sculls without coxswain (4x),M,Gold
Atlanta,1996,Rowing,Rowing,"GAILES, Jason",USA,Men,quadruple sculls without coxswain (4x),M,Silver
Atlanta,1996,Rowing,Rowing,"JAMIESON, Brian",USA,Men,quadruple sculls without coxswain (4x),M,Silver
Atlanta,1996,Rowing,Rowing,"MUELLER, Eric",USA,Men,quadruple sculls without coxswain (4x),M,Silver
Atlanta,1996,Rowing,Rowing,"YOUNG, Tim",USA,Men,quadruple sculls without coxswain (4x),M,Silver
Atlanta,1996,Rowing,Rowing,"BIESENTHAL, Laryssa",CAN,Women,quadruple sculls without coxswain (4x),W,Bronze
Atlanta,1996,Rowing,Rowing,"HEDDLE, Kathleen",CAN,Women,quadruple sculls without coxswain (4x),W,Bronze
Atlanta,1996,Rowing,Rowing,"MCBEAN, Marnie Elizabeth",CAN,Women,quadruple sculls without coxswain (4x),W,Bronze
Atlanta,1996,Rowing,Rowing,"O'GRADY, Diane",CAN,Women,quadruple sculls without coxswain (4x),W,Bronze
Atlanta,1996,Rowing,Rowing,"BORON, Kathrin",GER,Women,quadruple sculls without coxswain (4x),W,Gold
Atlanta,1996,Rowing,Rowing,"KÖPPEN, Kerstin",GER,Women,quadruple sculls without coxswain (4x),W,Gold
Atlanta,1996,Rowing,Rowing,"RUTSCHOW, Katrin",GER,Women,quadruple sculls without coxswain (4x),W,Gold
Atlanta,1996,Rowing,Rowing,"SORGERS, Jana",GER,Women,quadruple sculls without coxswain (4x),W,Gold
Atlanta,1996,Rowing,Rowing,"FROLOVA, Inna",UKR,Women,quadruple sculls without coxswain (4x),W,Silver
Atlanta,1996,Rowing,Rowing,"MAZIY, Svetlana",UKR,Women,quadruple sculls without coxswain (4x),W,Silver
Atlanta,1996,Rowing,Rowing,"MIFTAKHUTDINOVA, Diana",UKR,Women,quadruple sculls without coxswain (4x),W,Silver
Atlanta,1996,Rowing,Rowing,"RONZHINA, Olena",UKR,Women,quadruple sculls without coxswain (4x),W,Silver
Atlanta,1996,Rowing,Rowing,"LANGE, Thomas",GER,Men,single sculls (1x),M,Bronze
Atlanta,1996,Rowing,Rowing,"MUELLER, Xeno",SUI,Men,single sculls (1x),M,Gold
Atlanta,1996,Rowing,Rowing,"PORTER, Derek",CAN,Men,single sculls (1x),M,Silver
Atlanta,1996,Rowing,Rowing,"HANSEN, Trine",DEN,Women,single sculls (1x),W,Bronze
Atlanta,1996,Rowing,Rowing,"KARSTEN, Ekaterina",BLR,Women,single sculls (1x),W,Gold
Atlanta,1996,Rowing,Rowing,"LAUMANN, Silken Suzette",CAN,Women,single sculls (1x),W,Silver
Atlanta,1996,Sailing,Sailing,"BARRETO, Nuno",POR,Men,470 - Two Person Dinghy,M,Bronze
Atlanta,1996,Sailing,Sailing,"ROCHA, Victor Hugo",POR,Men,470 - Two Person Dinghy,M,Bronze
Atlanta,1996,Sailing,Sailing,"BRASLAVETS, Yevhen",UKR,Men,470 - Two Person Dinghy,M,Gold
Atlanta,1996,Sailing,Sailing,"MATVIYENKO, Ihor",UKR,Men,470 - Two Person Dinghy,M,Gold
Atlanta,1996,Sailing,Sailing,"MERRICKS, John",GBR,Men,470 - Two Person Dinghy,M,Silver
Atlanta,1996,Sailing,Sailing,"WALKER, Ian",GBR,Men,470 - Two Person Dinghy,M,Silver
Atlanta,1996,Sailing,Sailing,"PAKHOLCHIK, Olena",UKR,Women,470 - Two Person Dinghy,W,Bronze
Atlanta,1996,Sailing,Sailing,"TARAN, Ruslana",UKR,Women,470 - Two Person Dinghy,W,Bronze
Atlanta,1996,Sailing,Sailing,"VIA DUFRESNE, Begona",ESP,Women,470 - Two Person Dinghy,W,Gold
Atlanta,1996,Sailing,Sailing,"ZABELL, Theresa",ESP,Women,470 - Two Person Dinghy,W,Gold
Atlanta,1996,Sailing,Sailing,"KINOSHITA, Yurie Alicia",JPN,Women,470 - Two Person Dinghy,W,Silver
Atlanta,1996,Sailing,Sailing,"SHIGE, Yumiko",JPN,Women,470 - Two Person Dinghy,W,Silver
Atlanta,1996,Sailing,Sailing,"FRIDMAN, Gal",ISR,Men,board (Mistral),M,Bronze
Atlanta,1996,Sailing,Sailing,"KAKLAMANAKIS, Nikolaos",GRE,Men,board (Mistral),M,Gold
Atlanta,1996,Sailing,Sailing,"ESPINOLA, Carlos",ARG,Men,board (Mistral),M,Silver
Atlanta,1996,Sailing,Sailing,"SENSINI, Alessandra",ITA,Women,board (Mistral),W,Bronze
Atlanta,1996,Sailing,Sailing,"LEE, Lai Shan",HKG,Women,board (Mistral),W,Gold
Atlanta,1996,Sailing,Sailing,"KENDALL, Barbara",NZL,Women,board (Mistral),W,Silver
Atlanta,1996,Sailing,Sailing,"BARTON, Jim",USA,Men,fleet/match race keelboat open (Soling),X,Bronze
Atlanta,1996,Sailing,Sailing,"MADRIGALI, Jeff",USA,Men,fleet/match race keelboat open (Soling),X,Bronze
Atlanta,1996,Sailing,Sailing,"MASSEY, Kent",USA,Men,fleet/match race keelboat open (Soling),X,Bronze
Atlanta,1996,Sailing,Sailing,"FLACH, Thomas",GER,Men,fleet/match race keelboat open (Soling),X,Gold
Atlanta,1996,Sailing,Sailing,"JÄKEL, Bernd",GER,Men,fleet/match race keelboat open (Soling),X,Gold
Atlanta,1996,Sailing,Sailing,"SCHÜMANN, Jochen",GER,Men,fleet/match race keelboat open (Soling),X,Gold
Atlanta,1996,Sailing,Sailing,"SHABANOV, Dmitriy",RUS,Men,fleet/match race keelboat open (Soling),X,Silver
Atlanta,1996,Sailing,Sailing,"SHAYDUKO, Gueorgi",RUS,Men,fleet/match race keelboat open (Soling),X,Silver
Atlanta,1996,Sailing,Sailing,"SKALIN, Igor",RUS,Men,fleet/match race keelboat open (Soling),X,Silver
Atlanta,1996,Sailing,Sailing,"BECKER-DEY, Courtenay",USA,Women,single-handed dinghy (Europe),W,Bronze
Atlanta,1996,Sailing,Sailing,"ROUG, Kristine",DEN,Women,single-handed dinghy (Europe),W,Gold
Atlanta,1996,Sailing,Sailing,"MATTHIJSSE, Margriet",NED,Women,single-handed dinghy (Europe),W,Silver
Atlanta,1996,Sailing,Sailing,"HEINER, Roy",NED,Men,single-handed dinghy (Finn),M,Bronze
Atlanta,1996,Sailing,Sailing,"KUSZNIEREWICZ, Mateusz",POL,Men,single-handed dinghy (Finn),M,Gold
Atlanta,1996,Sailing,Sailing,"GODEFROID, Sebastien",BEL,Men,single-handed dinghy (Finn),M,Silver
Atlanta,1996,Sailing,Sailing,"MOBERG, Peer",NOR,Men,single-handed dinghy open (Laser),X,Bronze
Atlanta,1996,Sailing,Sailing,"SCHEIDT, Robert",BRA,Men,single-handed dinghy open (Laser),X,Gold
Atlanta,1996,Sailing,Sailing,"AINSLIE, Ben",GBR,Men,single-handed dinghy open (Laser),X,Silver
Atlanta,1996,Sailing,Sailing,"GRAEL, Lars",BRA,Men,Tornado - Multihull,X,Bronze
Atlanta,1996,Sailing,Sailing,"PELLICANO, Kiko",BRA,Men,Tornado - Multihull,X,Bronze
Atlanta,1996,Sailing,Sailing,"BALLESTER TULTESA, Jose Luis",ESP,Men,Tornado - Multihull,X,Gold
Atlanta,1996,Sailing,Sailing,"LEON, Fernando",ESP,Men,Tornado - Multihull,X,Gold
Atlanta,1996,Sailing,Sailing,"BOOTH, Mitch",AUS,Men,Tornado - Multihull,X,Silver
Atlanta,1996,Sailing,Sailing,"LANDENBERGER, Andrew",AUS,Men,Tornado - Multihull,X,Silver
Atlanta,1996,Sailing,Sailing,"BEASHEL, Colin",AUS,Men,two-person keelboat open (Star),X,Bronze
Atlanta,1996,Sailing,Sailing,"GILES, David",AUS,Men,two-person keelboat open (Star),X,Bronze
Atlanta,1996,Sailing,Sailing,"FERREIRA, Marcelo",BRA,Men,two-person keelboat open (Star),X,Gold
Atlanta,1996,Sailing,Sailing,"GRAEL, Torben",BRA,Men,two-person keelboat open (Star),X,Gold
Atlanta,1996,Sailing,Sailing,"LOHSE, Bobby",SWE,Men,two-person keelboat open (Star),X,Silver
Atlanta,1996,Sailing,Sailing,"WALLEN, Hans",SWE,Men,two-person keelboat open (Star),X,Silver
Atlanta,1996,Shooting,Shooting,"GROZDEVA, Maria",BUL,Women,10m air pistol (40 shots),W,Bronze
Atlanta,1996,Shooting,Shooting,"KLOCHNEVA, Olga",RUS,Women,10m air pistol (40 shots),W,Gold
Atlanta,1996,Shooting,Shooting,"LOGVINENKO, Marina",RUS,Women,10m air pistol (40 shots),W,Silver
Atlanta,1996,Shooting,Shooting,"KIRIAKOV, Tanyu",BUL,Men,10m air pistol (60 shots),M,Bronze
Atlanta,1996,Shooting,Shooting,"DI DONNA, Roberto",ITA,Men,10m air pistol (60 shots),M,Gold
Atlanta,1996,Shooting,Shooting,"WANG, Yifu",CHN,Men,10m air pistol (60 shots),M,Silver
Atlanta,1996,Shooting,Shooting,"IVOSEV, Aleksandra",YUG,Women,10m air rifle (40 shots),W,Bronze
Atlanta,1996,Shooting,Shooting,"MAUER, Renata",POL,Women,10m air rifle (40 shots),W,Gold
Atlanta,1996,Shooting,Shooting,"HORNEBER, Petra",GER,Women,10m air rifle (40 shots),W,Silver
Atlanta,1996,Shooting,Shooting,"AMAT, Jean Pierre",FRA,Men,10m air rifle (60 shots),M,Bronze
Atlanta,1996,Shooting,Shooting,"KHADJIBEKOV, Artem",RUS,Men,10m air rifle (60 shots),M,Gold
Atlanta,1996,Shooting,Shooting,"WAIBEL JR, Wolfram",AUT,Men,10m air rifle (60 shots),M,Silver
Atlanta,1996,Shooting,Shooting,"LOGVINENKO, Marina",RUS,Women,25m pistol (30+30 shots),W,Bronze
Atlanta,1996,Shooting,Shooting,"LI, Duihong",CHN,Women,25m pistol (30+30 shots),W,Gold
Atlanta,1996,Shooting,Shooting,"YORGOVA, Diana Vassileva",BUL,Women,25m pistol (30+30 shots),W,Silver
Atlanta,1996,Shooting,Shooting,"VOKHMIANINE, Vladimir",KAZ,Men,25m rapid fire pistol (60 shots),M,Bronze
Atlanta,1996,Shooting,Shooting,"SCHUMANN, Ralf",GER,Men,25m rapid fire pistol (60 shots),M,Gold
Atlanta,1996,Shooting,Shooting,"MILEV, Emil Ivanov",BUL,Men,25m rapid fire pistol (60 shots),M,Silver
